ID;Institution;academic_year;location;programme;study_mode;cohort;Would you like to give your institution any other feedback on the content and organisation of your course programme?;Would you like to give your institution any other feedback on the teachers on your course programme?;Would you like to give your institution any other feedback on support/mentoring
898;2;2026/27;Tilburg;Artificial Intelligence;Full-time;Second-year;The updates we receive are often confusing and lack proper detail.;The lack of continuity from the teaching staff is a major drawback for this program.;Could we please have more frequent check-ins? Twice a month would be much better.
899;2;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;De deadlines komen te snel en het geeft ons te weinig ademruimte voor een goede inlevering.;De interactie voelt te algemeen, we verlangen meer diepgaand, individueel advies.;Ik wil meer [] in het curriculum en de activiteiten.
900;1;2026/27;Venlo;HBO-ICT;Part-time;Fourth-year;I really need to know if [NAME] will ever release these grades, the waiting is unbearable.;[] is de reactiesnelheid zo traag? [].;De complimenten van de docenten zorgden echt voor een enorme mindset shift en energieboost.
901;1;2026/27;Eindhoven;Software Engineering;Full-time;First-year;De lessen zijn te [] onderwerpen adequaat te behandelen, echt te weinig.;Het is frustrerend dat de docenten zo vaak veranderen, we [].;I appreciate the resources that facilitate connecting with students in my major.
902;1;2026/27;Tilburg;Cyber Security;Full-time;Second-year;[], gemakkelijk toegankelijke spreekuuropties waren.;Het is echt frustrerend om drie verschillende docenten te hebben binnen één jaar, het maakt het leerproces onvoorspelbaar.;Het was heel helpful om te horen van professionals in verschillende sectoren over [] werkervaring.
903;2;2026/27;Den Bosh;Artificial Intelligence;Full-time;Third-year;Smith's grading turnaround needs improvement, we need timely feedback to adjust our studies.;Could the tutors elaborate more on the 'why' behind the concepts, rather than just the 'what'?;It would be great to have more mentorship opportunities with alumni in different fields.
904;1;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;I wish the professors could pace the workload more realistically for us.;[] met [] over het navigeren door de huidige arbeidsmarkt.;It would be useful to have clear criteria for what constitutes a passing grade.
905;2;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;Overall, the course provided an exceptional depth of knowledge with strong professional applicability.;[] consultaties in te plannen, alstublieft?;De workshops over CV's waren echt waardevol, ik heb direct ideeën gekregen voor mijn sollicitaties.
906;2;2026/27;Tilburg;Software Engineering;Full-time;Second-year;Kortom, de lessen waren super relevant en de kwaliteit van de begeleiding was [NAME];Wij hebben echt meer structurele begeleiding nodig, de reactietijden zijn simpelweg [].;Het plan met de mentoring zou baat hebben bij vaker, onverwachte check-ins om [].
907;1;2026/27;Den Bosh;Cyber Security;Full-time;Third-year;Ze begeleiden ons perfect in het verbinden van theorie en de praktijk van de industrie.;The lack of standardized mentorship advice is causing real confusion among the student body.;Zou meer sessies over het navigeren door de corporate wereld gewenst zijn? Heel waardevol.
908;1;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;The mix of readings and lectures was good, yet the pace felt overwhelming on [].;Ik had gehoopt op snellere feedback, het wachten is behoorlijk tijdrovend.;[] gestructureerd en bereikbaar [].
909;2;2026/27;Eindhoven;ICT & Business;Part-time;First-year;I wish [NAME] would provide more transparent updates on the grading schedule.;I felt the curriculum advice was occasionally contradictory to the established academic rules.;[] regelmatige follow-ups waarderen om echt betere feedback te kunnen geven.
910;1;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;[] op studenten binnen te komen.;Het boekingssysteem is echt frustrerend, [].;[] directer was over *hoe* we die vaardigheden kunnen ontwikkelen.
911;1;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;Please slow down on the complex statistical concepts, I need more time to process that.;We need clearer guidelines because the input from different instructors is often contradictory.;They helped me understand the connections between my electives and job market needs.
912;2;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;Ik had echt meer [], de lessen voelen te kort en vluchtig.;I wish the instructors would engage with us on a more conversational and student-focused level.;It was helpful to meet people who share similar academic struggles and goals.
913;2;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;Het is moeilijk om [] opdrachten [] is te hoog.;Het gebrek [] bij de docenten zorgt voor een enorm gebrek aan consistent advies.;[] mentor meer flexibele kantooruren [] aanbieden.
914;1;2026/27;Tilburg;ICT & Business;Full-time;Second-year;Gewoon, de werkdruk is gigantisch en het is moeilijk om een gezond ritme te vinden.;Wij zouden meer focus willen op het toepassen van theorie in een echte bedrijfspraktijk.;I really appreciate the counseling services, but more proactive check-ins would be beneficial.
915;2;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;Het is ontmoedigend dat de theorie zo snel wordt behandeld in [].;Ik waardeer het proactieve contact enorm, [] we gezien worden als studenten.;Het positieve sentiment en de erkenning van onze groei is echt super waardevol geweest.
916;2;2026/27;Venlo;Software Engineering;Full-time;Fourth-year;Really impressive how much industry knowledge they integrate into the core coursework.;Ik voel me [] die altijd [] [].;More proactive reminders about availability changes would make a big difference in our planning.
917;2;2026/27;Eindhoven;Cyber Security;Full-time;First-year;Kunt u zorgen voor meer gestructureerde en tijdige updates over het curriculum?;My mentor was supportive, but they often provided outdated information.;[], meer informele groepssessie over mentale veerkracht zien.
918;2;2026/27;Tilburg;Artificial Intelligence;Part-time;Second-year;More dedicated workshop hours would greatly help us grasp complex concepts effectively.;Ik had echt moeite met [], [] constant vast of toont foutmeldingen.;A more consistent schedule for quick check-ins would greatly improve my sense of support.
919;2;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;It would be helpful if [NAME] could improve the turnaround time for feedback, please.;Ik heb meer behoefte aan persoonlijke aandacht, niet aan een grote groepspresemontage.;Graag meer informele [].
920;1;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;Could someone clarify what constitutes 'good' work, because the grading standards are ambiguous.;I wish the institution could improve mentor retention, three people in [] is unsustainable.;Please organize more practical sessions focused on different career paths and skill gaps.
921;2;2026/27;Eindhoven;Software Engineering;Full-time;First-year;I think more hands-on time is necessary, the limited hours make deep learning difficult for us.;Honestly, it's really frustrating having three different mentors [], it disrupts the whole learning process.;Graag meer praktische tips over het onderhandelen van salarissen [].
922;2;2026/27;Tilburg;Cyber Security;Full-time;Second-year;We desperately need more practical sessions, the current contact time is too minimal.;Its wonderful that the faculty makes themselves available outside of class hours for questions.;A [] system would be much better than the currently sporadic check-ins we receive.
923;1;2026/27;Den Bosh;Artificial Intelligence;Full-time;Third-year;Het programma is uiterst relevant en de docenten zijn experts in [].;Its unreasonable to expect timely support when the mentors are so slow.;[] werden [].
924;1;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;Wat precies wordt verwacht? The marking scheme needs to be much clearer for us.;Ik hoop dat de mentorresponstijd [], het is momenteel erg frustrerend.;My mentor provided clear direction, which was really helpful for my major selection [].
925;1;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;I appreciate the effort, but the pace of the lectures felt incredibly fast at times.;De gegeven raad was [] inconsistent met wat [] verwacht.;De begeleiding rondom het opzetten van een startende carrière was precies wat ik nodig had.
926;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;[] die de theorie direct toepassen.;Het was duidelijk dat de docent een script volgde in [] met [].;Ik vond de carrièrebegeleiding echt nuttig om mijn volgende stappen te plannen.
927;2;2026/27;Den Bosh;Cyber Security;Part-time;Third-year;Ik waardeer de kennis, [] overzichtelijk kunnen zijn.;When was the last time we received a quick reply? It feels like ages to get guidance.;[] criteria zijn voor een A-niveau, zodat we weten wat we moeten richten.
928;2;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;De beschikbaarheid van de docenten moet [] student.;More interactive online workshops are crucial, the current resources feel too one-sided.;I appreciate the effort, yet I wish there was deeper acknowledgement of global perspectives.
929;1;2026/27;Eindhoven;ICT & Business;Full-time;First-year;Ik weet niet wat ik moet geven, de beoordelingscriteria voor dit vak waren echt vaag.;The system glitches constantly during [], making scheduling a complete nightmare.;[] ervaring is positief, maar de ondersteuning mist soms [] nuance.
930;2;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;The professors make complex topics manageable by connecting them to current industry challenges.;Seriously, the delay in communication from the teaching staff is unacceptable and causes significant stress.;Maybe offering virtual office [] outside of typical [] would help.
931;2;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;I rarely manage to get timely advice from the instructors regarding challenging topics.;De begeleiding voelt meer als een algemene aankondiging [].;Het gevoel van gemeenschap is belangrijk, en ik zou meer sociale evenementen [].
932;1;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;The workload feels impossible, especially with so many overlapping deadlines [].;The support felt standardized, and I wanted more tailored guidance specific to my career path.;I appreciate the focus on community building, it made starting university less intimidating.
933;2;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;De docent is erg deskundig, [] te [].;De bereidheid om extra tips en support te geven, [] dat we eraan [], is fantastisch.;De begeleiding is prima, [] anoniem en afstandelijk.
934;2;2026/27;Tilburg;ICT & Business;Full-time;Second-year;Can the program reduce the required readings? It's consuming too much of my study time.;[].;Please improve the communication channels to ensure prompt responses from mentors.
935;2;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;De docenten reageren vaak te traag op e-mails, wat ons studieproces vertraagt.;[] we meer over de huidige trends in de industrie zouden leren.;Ik waardeer echt de begeleiding, het hielp me [] focus.
